Amazon EC2	['Can', 'use', 'SNS', 'instances', 'VPC', '?', 'tried', 'subscribe', 'HTTP', 'endpoint', 'VPC', 'SNS', 'topic', 'using', 'console', '.', 'got', 'message', 'back', '.', 'Can', '?', 'Subscriber', 'endpoint', ':', 'http', ':', '//10.0.234.144:9013/foo', 'Message', ':', 'Not', 'authorized', 'subscribe', 'internal', 'endpoints', '(', 'Service', ':', 'AmazonSNS', ';', 'Status', 'Code', ':', '403', ';', 'Error', 'Code', ':', 'AuthorizationError', ';', 'Request', 'ID', ':', '7a320845-1828-53e0-82c1-46e987305010', ')']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'Hi', 'DerrickLucid', ':', 'Thank', 'reaching', '.', 'The', 'http', 'endpoint', 'used', 'internal', 'http', 'endpoint', '.', 'It', 'mean', 'different', 'things', 'different', 'internal', 'networks', '.', 'SNS', 'recognized', 'Amazon', 'internal', 'http', 'endpoint', 'failed', 'SNS', 'permission', '.', 'Please', 'use', 'publish', 'http', 'endpoint', 'instead', '.', 'Best', 'Liang']
Amazon EC2	"['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', '``', 'Please', 'use', 'publish', 'http', 'endpoint', 'instead', '.', ""''"", 'Can', 'clarify', '?', 'Let', 'walk', 'example', 'little', 'explicitly', '.', 'machine', 'VPC', 'one', 'network', 'interface', '.', 'The', 'IP', 'address', 'interface', '10.0.140.70', 'example', '.', 'SNS', 'pubsub', 'service', '.', 'The', 'idea', 'one', 'node', 'publishes', 'notification', 'topic', 'several', 'nodes', 'subscribe', 'topic', 'SNS', 'send', 'notification', '.', 'Machine', '10.0.140.70', 'needs', 'subscribe', 'SNS', 'topic', 'receive', 'notifications', 'another', 'node', 'publishes', '.', 'Another', 'machine', 'public', 'IP', 'address', 'subscribe', 'topic', 'fine', 'receive', 'notifications', '.', 'trouble', 'machine', 'private', 'VPC', 'address', '.', 'Is', 'possible', '?', 'In', 'words', ',', 'SNS', 'send', 'notifications', 'machines', 'VPC', '(', 'without', 'second', 'public', 'network', 'interface', ')', '?', 'Edited', ':', 'DerrickLucid', 'Nov', '6', ',', '2015', '8:51', 'AM']"
Amazon EC2	"['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'problem', 'well', '.', 'would', 'like', 'use', 'internal', 'EC2', 'IPs', 'SNS', '(', 'http', 'endpoints', ')', 'apparently', ""n't"", 'allow', '.', 'However', ',', ""n't"", 'want', 'expose', 'SNS', 'endpoints', 'outside', 'world', '.', 'Is', 'way', 'use', 'internal', 'IP', 'addresses', 'SNS', '?', 'Edited', ':', 'BosschaertD', 'Nov', '11', ',', '2015', '7:08', 'AM']"
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'similar', 'problem', '.', 'Did', 'guys', 'resolve', 'issue', '?', 'Subscribing', 'public', 'dns', 'works', 'since', 'vpc', 'instance', 'would', 'use', 'private', 'ip', '.']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'No', 'solution', 'yet', '.', 'may', 'resort', 'publishing', 'SQS', 'queue', 'per', 'VPC', 'machine', ',', 'polling', 'queue', 'get', 'notifications', '.']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'Thank', 'contacting', 'us', ',', 'At', 'time', ',', 'SNS', 'support', 'VPC', 'endpoints', '.', 'We', 'take', 'feature', 'request', '.', 'Your', 'approach', 'using', 'SQS', 'polling', 'machine', 'within', 'VPC', 'work', '.', 'Regards', ',', 'George']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'Thanks']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'This', 'major', 'gap', 'SNS', '.', 'Please', 'make', 'sure', 'dev', 'team', 'aware', 'customer', 'pain', 'point', '.', 'Ideally', 'able', 'allow', 'SNS', '`', 'connect', '`', 'VPC', 'send', 'messages', 'internal', 'machines', '.']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'Exposing', 'SNS', 'endpoints', 'internet', 'MADNESS', '.', 'Amazon', 'requiring', 'users', 'insecure', '.', 'Way', 'go', '.']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', '+1']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'problem', '.', 'Is', 'update', '?', 'Br', ',', 'Arvin']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', '+1', 'mean', 'It', 'would', 'great', 'VPC', 'endpoint', 'SNS', 'exists', 'S3', 'buckets', '!', '=', '>', 'https', ':', '//forums.aws.amazon.com/thread.jspa', '?', 'threadID=180310', 'Thanks', 'advance', 'Edited', ':', 'Steph', 'Apr', '24', ',', '2017', '1:57', 'AM', '(', 'added', 'endpoint', 'comment', ')', 'Edited', ':', 'Steph', 'Apr', '24', ',', '2017', '1:59', 'AM']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', '+1']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', '+1', '2017', 'resolution', '.', 'Have', 'issue', 'using', 'Lambda', 'function', 'behind', 'vpc', '(', 'due', 'redis', 'connectivity', ')', '.']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'Inability', 'subscribe', 'internal', 'endpoint', 'currently', 'impacting', 'architecture', '.', 'Please', 'AWS', 'SNS', 'team', 'help', 'fix', 'gaps']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'believe', '2018', 'lucky', 'year', '.', 'finally', 'see', 'official', 'doc', 'resolution', 'issue', '.', 'If', 'use', 'Amazon', 'Virtual', 'Private', 'Cloud', '(', 'Amazon', 'VPC', ')', 'host', 'AWS', 'resources', ',', 'establish', 'private', 'connection', 'VPC', 'Amazon', 'SNS', '.', 'With', 'connection', ',', 'publish', 'messages', 'Amazon', 'SNS', 'topics', 'without', 'sending', 'public', 'internet', '.', 'https', ':', '//docs.aws.amazon.com/sns/latest/dg/sns-vpc.html']
Amazon EC2	['Re', ':', 'Can', 'use', 'SNS', 'instances', 'VPC', '?', 'That', 'publish', 'though', '?', 'Not', 'subscription', 'endpoint', '.']
